# t            x            u_real       u_imag       u_abs
     0.012600     2.450442    11.593243     0.073062    11.593473
     0.012600     2.513274    12.345039     0.077801    12.345284
     0.012600     2.576106    13.145590     0.082846    13.145851
     0.012600     2.638938    13.998052     0.088202    13.998330
     0.012600     2.701770    14.905718     0.093908    14.906014
     0.012600     2.764602    15.872204     0.100328    15.872521
     0.012600     2.827433    16.902705     0.107529    16.903047
     0.012600     2.890265    18.002027     0.110766    18.002367
     0.012600     2.953097    19.160895     0.106175    19.161189
     0.012600     3.015929    20.370633     0.123619    20.371008
     0.012600     3.078761    21.679913     0.194132    21.680782
     0.012600     3.141593    23.138856     0.291565    23.140693

     0.014000     0.000000     0.999902     0.014000     1.000000
     0.014000     0.062832     1.062419     0.010414     1.062470
     0.014000     0.125664     1.131876     0.007905     1.131904
     0.014000     0.188496     1.207028     0.007640     1.207052
     0.014000     0.251327     1.285944     0.008775     1.285974
     0.014000     0.314159     1.369163     0.009644     1.369197
     0.014000     0.376991     1.457846     0.010236     1.457882
     0.014000     0.439823     1.552387     0.010869     1.552425
     0.014000     0.502655     1.653064     0.011574     1.653104
     0.014000     0.565487     1.760261     0.012326     1.760305
     0.014000     0.628319     1.874410     0.013125     1.874456
     0.014000     0.691150     1.995961     0.013977     1.996010
     0.014000     0.753982     2.125395     0.014883     2.125447
     0.014000     0.816814     2.263222     0.015848     2.263278
     0.014000     0.879646     2.409987     0.016876     2.410046
     0.014000     0.942478     2.566269     0.017970     2.566332
     0.014000     1.005310     2.732686     0.019135     2.732753
     0.014000     1.068142     2.909895     0.020376     2.909966
     0.014000     1.130973     3.098595     0.021698     3.098671
     0.014000     1.193805     3.299532     0.023105     3.299613
     0.014000     1.256637     3.513499     0.024603     3.513586
     0.014000     1.319469     3.741342     0.026198     3.741434
     0.014000     1.382301     3.983960     0.027897     3.984057
     0.014000     1.445133     4.242311     0.029706     4.242415
     0.014000     1.507964     4.517415     0.031633     4.517526
     0.014000     1.570796     4.810359     0.033684     4.810477
     0.014000     1.633628     5.122301     0.035868     5.122426
     0.014000     1.696460     5.454470     0.038194     5.454604
     0.014000     1.759292     5.808181     0.040671     5.808323
     0.014000     1.822124     6.184828     0.043309     6.184980
     0.014000     1.884956     6.585900     0.046117     6.586062
     0.014000     1.947787     7.012981     0.049108     7.013153
     0.014000     2.010619     7.467758     0.052292     7.467941
     0.014000     2.073451     7.952025     0.055683     7.952220
     0.014000     2.136283     8.467696     0.059294     8.467904
     0.014000     2.199115     9.016808     0.063139     9.017029
     0.014000     2.261947     9.601527     0.067234     9.601763
     0.014000     2.324779    10.224165     0.071594    10.224416
     0.014000     2.387610    10.887179     0.076237    10.887446
     0.014000     2.450442    11.593189     0.081180    11.593473
     0.014000     2.513274    12.344982     0.086446    12.345284
     0.014000     2.576106    13.145533     0.092049    13.145855
     0.014000     2.638938    13.997983     0.097984    13.998326
     0.014000     2.701770    14.905562     0.104350    14.905927
     0.014000     2.764602    15.872093     0.111769    15.872486
     0.014000     2.827433    16.903660     0.119665    16.904083
     0.014000     2.890265    18.003298     0.120757    18.003703
     0.014000     2.953097    19.156089     0.115336    19.156436
     0.014000     3.015929    20.361337     0.142085    20.361833
     0.014000     3.078761    21.675327     0.220620    21.676450
     0.014000     3.141593    23.138425     0.323959    23.140693

     0.015400     0.000000     0.999881     0.015399     1.000000
     0.015400     0.062832     1.062230     0.011643     1.062294
     0.015400     0.125664     1.131492     0.008940     1.131528
     0.015400     0.188496     1.206744     0.008326     1.206773
     0.015400     0.251327     1.285976     0.009513     1.286011
     0.015400     0.314159     1.369224     0.010604     1.369265
     0.015400     0.376991     1.457842     0.011279     1.457885
     0.015400     0.439823     1.552373     0.011958     1.552419
     0.015400     0.502655     1.653054     0.012730     1.653103
     0.015400     0.565487     1.760253     0.013558     1.760305
     0.015400     0.628319     1.874401     0.014438     1.874456
     0.015400     0.691150     1.995951     0.015374     1.996010
     0.015400     0.753982     2.125384     0.016371     2.125447
     0.015400     0.816814     2.263211     0.017433     2.263278
     0.015400     0.879646     2.409975     0.018563     2.410046
     0.015400     0.942478     2.566256     0.019767     2.566332
     0.015400     1.005310     2.732672     0.021049     2.732753
     0.015400     1.068142     2.909880     0.022414     2.909966
     0.015400     1.130973     3.098579     0.023867     3.098671
     0.015400     1.193805     3.299515     0.025415     3.299613
     0.015400     1.256637     3.513481     0.027063     3.513586
     0.015400     1.319469     3.741323     0.028818     3.741434
     0.015400     1.382301     3.983939     0.030687     3.984057
