# t            x            u_real       u_imag       u_abs
     0.033600     0.157080     1.165159    -0.021822     1.165364
     0.033600     0.314159     1.368192    -0.022115     1.368371
     0.033600     0.471239     1.601891    -0.026821     1.602116
     0.033600     0.628319     1.874212    -0.031572     1.874478
     0.033600     0.785398     2.192967    -0.036924     2.193278
     0.033600     0.942478     2.565968    -0.043201     2.566332
     0.033600     1.099557     3.002411    -0.050549     3.002837
     0.033600     1.256637     3.513088    -0.059147     3.513586
     0.033600     1.413717     4.110625    -0.069207     4.111207
     0.033600     1.570796     4.809796    -0.080978     4.810477
     0.033600     1.727876     5.627888    -0.094752     5.628686
     0.033600     1.884956     6.585129    -0.110868     6.586062
     0.033600     2.042035     7.705186    -0.129725     7.706278
     0.033600     2.199115     9.015745    -0.151787     9.017022
     0.033600     2.356194    10.549187    -0.177670    10.550683
     0.033600     2.513274    12.344043    -0.208220    12.345799
     0.033600     2.670354    14.446288    -0.239786    14.448278
     0.033600     2.827433    16.882937    -0.262952    16.884985
     0.033600     2.984513    19.663836    -0.382092    19.667548
     0.033600     3.141593    23.127631    -0.777381    23.140693

     0.035000     0.000000     0.999388    -0.034993     1.000000
     0.035000     0.157080     1.164815    -0.022888     1.165040
     0.035000     0.314159     1.368061    -0.022984     1.368254
     0.035000     0.471239     1.601890    -0.027915     1.602133
     0.035000     0.628319     1.874195    -0.032889     1.874484
     0.035000     0.785398     2.192941    -0.038463     2.193278
     0.035000     0.942478     2.565937    -0.045001     2.566332
     0.035000     1.099557     3.002375    -0.052655     3.002837
